x;system
-6.383185307179586;-100.53379145228652
-6.293185307179586;-10000.35333967722
-6.2731853071795864;-10000.313340343888
-6.183185307179587;-100.13446328083411
-4.812388980384689;1.0548492070003123E11
-4.7223889803846895;1.00053348202911E22
-4.70238898038469;-1.0005334820291321E22
-4.61238898038469;-1.0548494229624818E11
-5.304549133547825;2059.0782111954013
-4.046226715345206;-1187.1483721672337
-4.025527880775067;-1047.6332892753248
-4.005527880775068;-961.8888105074651
-3.7989451838247144;61.35914867280282
-3.7889451838247146;48.68684987526694
-3.778945183824715;38.78178026622531
-3.241592653589793;-100.13440450397724
-2.0;29808.77682233933
-1.5;-4.586678755801105E12
-1.0;-2931.2968335316664
-3.151592653589793;-10000.31334033998
-3.1315926535897933;-10000.35333967331
-3.041592653589793;-100.53374344554813
-2.5318935222948733;2.041840396823382
-2.5218935222948735;3.297613093025543
-2.5118935222948737;4.7761925155425144
-1.6707963267948966;1.054849206743291E11
-1.5807963267948966;1.0005334820269876E22
-1.5607963267948965;-1.0005334820270062E22
-1.4707963267948965;-1.0548494227850525E11
-1.0824892503595005;-9886.722393400327
-0.8836336743971969;-838.4107331468618
-0.8636336743971968;-690.5134959966074
-0.7574565642387139;-190.44155872121271
-0.5;-6.8354019342314185
-0.2;-25.736633494195647
-0.1;-100.53379145228577
-0.01;-10000.353339676793
-0.001;-1000000.3353333997
-1.0E-4;-1.0000000033353332E8
0.0;undefined
1.0E-6;0.7056922190616366
1.0E-4;0.035120621701271414
0.001;-0.6354509756714273
0.01;-1.9765941704175207
0.05;-4.13815585870549
0.1;-6.000023754655848
0.2;-9.46561736463677
0.24170525010063834;-11.001125655092704
0.3333333333333333;-14.818603065135132
0.4165142415584832;-19.108503102790053
0.5;-24.68425213354369
0.9;-173.81200365005583
0.99;-1841.531154101951
1.0;undefined
1.01;1864.1535573081144
1.1;196.44976283244853
2.0;28.77792296118522
3.0;18.912273892776675
5.0;13.559288192278304
10.0;10.093694582297374
100.0;6.070264998059049
112.99821225476838;5.966259985284622
125.0;5.8843196733065355
