x;sin;cos;tan;cot;sec;csc
-1.5807963267948966;-0.9999500004166648;-0.009999833334168382;99.99666664442701;0.010000333346668928;-100.00166668609414;-1.0000500020834184
-1.5607963267948965;-0.9999500004166649;0.009999833334168382;-99.99666664442702;-0.010000333346668926;100.00166668609414;-1.0000500020834184
-1.0471975511965976;-0.8660254037844385;0.49999999999999867;-1.7320508075688816;-0.5773502691896243;2.0000000000000053;-1.1547005383792517
-0.7853981633974483;-0.7071067811865475;0.7071067811865476;-0.9999999999999999;-1.0000000000000002;1.414213562373095;-1.4142135623730951
-0.5235987755982988;-0.5;0.8660254037844398;-0.577350269189625;-1.7320508075688796;1.15470053837925;-2.0
-0.1;-0.09983341664682817;0.9950041652780249;-0.10033467208545065;-9.966644423259227;1.0050209184004564;-10.016686131634774
-0.01;-0.009999833334166666;0.9999500004166648;-0.010000333346667212;-99.99666664444418;1.0000500020834184;-100.0016666861113
0.01;0.009999833334166666;0.9999500004166649;0.01000033334666721;99.99666664444419;1.0000500020834184;100.0016666861113
0.1;0.09983341664682817;0.9950041652780256;0.10033467208545058;9.966644423259234;1.0050209184004555;10.016686131634774
-6.383185307179586;-0.09983341664682781;0.9950041652780249;-0.10033467208545029;-9.966644423259265;1.0050209184004564;-10.016686131634811
7.953981633974482;0.9950041652780249;-0.09983341664682781;-9.966644423259265;-0.10033467208545029;-10.016686131634811;1.0050209184004564
-6.293185307179586;-0.009999833334166453;0.9999500004166648;-0.010000333346666999;-99.99666664444631;1.0000500020834184;-100.00166668611344
7.863981633974483;0.9999500004166648;-0.009999833334166453;-99.99666664444631;-0.010000333346666999;-100.00166668611344;1.0000500020834184
-6.2731853071795864;0.009999833334166453;0.9999500004166652;0.010000333346666996;99.99666664444634;1.0000500020834182;100.00166668611344
7.843981633974483;0.9999500004166652;0.009999833334166453;99.99666664444634;0.010000333346666996;100.00166668611344;1.0000500020834182
-6.183185307179587;0.09983341664682781;0.9950041652780256;0.10033467208545022;9.96664442325927;1.0050209184004555;10.016686131634811
7.753981633974483;0.9950041652780256;0.09983341664682781;9.96664442325927;0.10033467208545022;10.016686131634811;1.0050209184004555
-4.812388980384689;0.9950041652780256;0.09983341664682781;9.96664442325927;0.10033467208545022;10.016686131634811;1.0050209184004555
6.383185307179586;0.09983341664682781;0.9950041652780256;0.10033467208545022;9.96664442325927;1.0050209184004555;10.016686131634811
-4.7223889803846895;0.9999500004166652;0.009999833334166453;99.99666664444634;0.010000333346666996;100.00166668611344;1.0000500020834182
6.293185307179586;0.009999833334166453;0.9999500004166652;0.010000333346666996;99.99666664444634;1.0000500020834182;100.00166668611344
-4.70238898038469;0.9999500004166648;-0.009999833334166453;-99.99666664444631;-0.010000333346666999;-100.00166668611344;1.0000500020834184
6.2731853071795864;-0.009999833334166453;0.9999500004166648;-0.010000333346666999;-99.99666664444631;1.0000500020834184;-100.00166668611344
-4.61238898038469;0.9950041652780249;-0.09983341664682781;-9.966644423259265;-0.10033467208545029;-10.016686131634811;1.0050209184004564
6.183185307179587;-0.09983341664682781;0.9950041652780249;-0.10033467208545029;-9.966644423259265;1.0050209184004564;-10.016686131634811
-5.304549133547825;0.8297369163187687;0.5581546825906039;1.4865716300500258;0.6726887421942448;1.7916180427952828;1.2052012877004734
6.8753454603427215;0.5581546825906039;0.8297369163187687;0.6726887421942448;1.4865716300500258;1.2052012877004734;1.7916180427952828
-4.046226715345206;0.7861990675254855;-0.6179733216102986;-1.2722216963619541;-0.7860265257695264;-1.6181928329757445;1.271942490529072
5.617023042140103;-0.6179733216102986;0.7861990675254855;-0.7860265257695264;-1.2722216963619541;1.271942490529072;-1.6181928329757445
-4.025527880775067;0.773240239102875;-0.6341131859787624;-1.219404131944312;-0.8200726681198978;-1.5770055285264037;1.2932591314184776
5.596324207569964;-0.6341131859787624;0.773240239102875;-0.8200726681198978;-1.219404131944312;1.2932591314184776;-1.5770055285264037
-4.005527880775068;0.7604041779576856;-0.6494501413846226;-1.1708430401393242;-0.8540854458860729;-1.5397640808392277;1.315090091542931
5.576324207569964;-0.6494501413846226;0.7604041779576856;-0.8540854458860729;-1.1708430401393242;1.315090091542931;-1.5397640808392277
-3.7989451838247144;0.6110232251728972;-0.7916126693650813;-0.7718714578721596;-1.2955525039839262;-1.263244056973036;1.6365990011542304
5.369741510619611;-0.7916126693650813;0.6110232251728972;-1.2955525039839262;-0.7718714578721596;1.6365990011542304;-1.263244056973036
-3.7889451838247146;0.6030766795073652;-0.7976832194764842;-0.7560353092336098;-1.3226895460923596;-1.2536304833594158;1.658163935002211
5.359741510619611;-0.7976832194764842;0.6030766795073652;-1.3226895460923596;-0.7560353092336098;1.658163935002211;-1.2536304833594158
-3.778945183824715;0.5950698266764446;-0.8036740019306735;-0.7404368254378054;-1.3505541129842105;-1.2442856153088078;1.6804750554823993
5.349741510619611;-0.8036740019306735;0.5950698266764446;-1.3505541129842105;-0.7404368254378054;1.6804750554823993;-1.2442856153088078
-3.241592653589793;0.09983341664682933;-0.9950041652780256;-0.10033467208545176;-9.966644423259119;-1.0050209184004555;10.016686131634659
4.812388980384689;-0.9950041652780256;0.09983341664682899;-9.966644423259153;-0.1003346720854514;10.016686131634692;-1.0050209184004555
-2.0;-0.909297426825682;-0.41614683654713797;2.185039863261543;0.4576575543602807;-2.4029979617224067;-1.099750170294616
3.5707963267948966;-0.41614683654713797;-0.909297426825682;0.4576575543602807;2.185039863261543;-1.099750170294616;-2.4029979617224067
-1.5;-0.9974949866040544;0.0707372016677041;-14.101419947171483;-0.07091484430265364;14.136832902969665;-1.0025113042467249
3.0707963267948966;0.0707372016677041;-0.9974949866040544;-0.07091484430265364;-14.101419947171483;-1.0025113042467249;14.136832902969665
-1.0;-0.8414709848078937;0.5403023058681387;-1.5574077246549;-0.6420926159343315;1.8508157176809292;-1.1883951057781252
2.5707963267948966;0.5403023058681387;-0.8414709848078937;-0.6420926159343315;-1.5574077246549;-1.1883951057781252;1.8508157176809292
-3.151592653589793;0.009999833334168382;-0.9999500004166652;-0.010000333346668925;-99.99666664442705;-1.0000500020834182;100.00166668609414
4.7223889803846895;-0.9999500004166652;0.009999833334168382;-99.99666664442705;-0.010000333346668925;100.00166668609414;-1.0000500020834182
-3.1315926535897933;-0.009999833334168382;-0.9999500004166648;0.010000333346668928;99.99666664442701;-1.0000500020834184;-100.00166668609414
4.70238898038469;-0.9999500004166648;-0.009999833334168382;99.99666664442701;0.010000333346668928;-100.00166668609414;-1.0000500020834184
-3.041592653589793;-0.09983341664682933;-0.9950041652780249;0.10033467208545181;9.966644423259112;-1.0050209184004564;-10.016686131634659
4.61238898038469;-0.9950041652780249;-0.09983341664682899;9.966644423259146;0.10033467208545147;-10.016686131634692;-1.0050209184004564
-2.5318935222948733;-0.5726208277379032;-0.8198203386357051;0.6984711170874631;1.4316984275167661;-1.2197794478533417;-1.7463563174088985
4.10268984908977;-0.8198203386357051;-0.5726208277379032;1.4316984275167661;0.6984711170874631;-1.7463563174088985;-1.2197794478533417
-2.5218935222948735;-0.5807902636854243;-0.8140532351193128;0.7134548929104126;1.40163030618611;-1.2284208905004028;-1.7217919488774933
4.09268984908977;-0.8140532351193128;-0.5807902636854243;1.40163030618611;0.7134548929104126;-1.7217919488774933;-1.2284208905004028
-2.5118935222948737;-0.5889016210905672;-0.8082047269577838;0.728654017290013;1.3723934491148055;-1.237310258954022;-1.698076493911043
4.08268984908977;-0.8082047269577838;-0.5889016210905672;1.3723934491148055;0.728654017290013;-1.698076493911043;-1.237310258954022
-1.6707963267948966;-0.9950041652780249;-0.09983341664682933;9.966644423259112;0.10033467208545181;-10.016686131634659;-1.0050209184004564
3.241592653589793;-0.09983341664682933;-0.9950041652780249;0.10033467208545181;9.966644423259112;-1.0050209184004564;-10.016686131634659
3.151592653589793;-0.009999833334168382;-0.9999500004166648;0.010000333346668928;99.99666664442701;-1.0000500020834184;-100.00166668609414
3.1315926535897933;0.009999833334168382;-0.9999500004166652;-0.010000333346668925;-99.99666664442705;-1.0000500020834182;100.00166668609414
-1.4707963267948965;-0.9950041652780256;0.09983341664682933;-9.966644423259119;-0.10033467208545176;10.016686131634659;-1.0050209184004555
3.041592653589793;0.09983341664682933;-0.9950041652780256;-0.10033467208545176;-9.966644423259119;-1.0050209184004555;10.016686131634659
-1.0824892503595005;-0.8831283275073882;0.46913149239205937;-1.8824750455451118;-0.5312155411390477;2.1315985309387133;-1.1323382671038078
2.653285577154397;0.46913149239205937;-0.8831283275073882;-0.5312155411390477;-1.8824750455451118;-1.1323382671038078;2.1315985309387133
-0.8836336743971969;-0.7730489853496328;0.6343463298939325;-1.2186544619543909;-0.8205771457122238;1.5764259251995791;-1.2935790861270224
2.4544300011920934;0.6343463298939325;-0.7730489853496328;-0.8205771457122238;-1.2186544619543909;-1.2935790861270224;1.5764259251995791
-0.8636336743971968;-0.7602082998864663;0.6496794138524998;-1.1701283489629863;-0.8546071043285459;1.5392206966666107;-1.3154289425008192
2.4344300011920934;0.6496794138524998;-0.7602082998864663;-0.8546071043285459;-1.1701283489629863;-1.3154289425008192;1.5392206966666107
-0.7574565642387139;-0.6870756449296987;0.7265858917873741;-0.945622056106152;-1.0575049445417586;1.3762997758462354;-1.4554438181291078
2.3282528910336104;0.7265858917873741;-0.6870756449296987;-1.0575049445417586;-0.945622056106152;-1.4554438181291078;1.3762997758462354
-0.5;-0.479425538604203;0.8775825618903735;-0.54630248984379;-1.8304877217124536;1.1394939273245481;-2.085829642933488
2.0707963267948966;0.8775825618903735;-0.479425538604203;-1.8304877217124536;-0.54630248984379;-2.085829642933488;1.1394939273245481
-0.2;-0.19866933079506124;0.9800665778412386;-0.20271003550867314;-4.933154875586878;1.0203388449411959;-5.033489547672343
1.7707963267948965;0.9800665778412386;-0.1986693307950612;-4.9331548755868795;-0.2027100355086731;-5.033489547672345;1.0203388449411959
1.6707963267948966;0.9950041652780249;-0.09983341664682825;-9.96664442325922;-0.10033467208545073;-10.016686131634767;1.0050209184004564
1.5807963267948966;0.9999500004166648;-0.009999833334166675;-99.99666664444409;-0.010000333346667221;-100.00166668611122;1.0000500020834184
-0.001;-9.999998333333417E-4;0.9999995000000415;-0.001000000333333467;-999.9996666666442;1.0000005000002086;-1000.0001666666861
1.5717963267948964;0.9999995000000415;-9.999998333332315E-4;-999.9996666667544;-0.0010000003333333568;-1000.0001666667963;1.0000005000002086
-1.0E-4;-9.999999983333334E-5;0.9999999949999996;-1.0000000033333338E-4;-9999.99996666666;1.0000000050000004;-10000.000016666665
1.5708963267948965;0.9999999949999996;-9.999999983332233E-5;-9999.999966667763;-1.0000000033332236E-4;-10000.000016667767;1.0000000050000004
